Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Day_of_Week,Vader_Score,temp_list
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",positive,2023-07-04 17:00:00,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35,70,USA,2023,July,4,17,Tuesday,0.7783,"['Hosted', 'a', 'family', 'dinner,', 'where', 'laughter', 'echoed', 'louder', 'than', 'the', 'clinking', 'of', 'utensils.', 'Family,', 'the', 'heart', 'of', 'happiness.', '#FamilyDinner', '#SeniorHost']"
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",positive,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18,35,UK,2023,July,5,20,Wednesday,0.0772,"['Enrolled', 'in', 'a', 'dance', 'class', 'for', 'seniors,', 'moving', 'to', 'the', 'rhythm', 'of', 'life.', 'Age', 'is', 'just', 'a', 'number', 'on', 'the', 'dance', 'floor.', '#DanceClass', '#SeniorDancer']"
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",positive,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25,50,USA,2023,July,6,14,Thursday,0.6705,"['Visited', 'an', 'art', 'gallery,', 'appreciating', 'the', 'brushstrokes', 'that', 'tell', 'tales', 'of', 'creativity.', 'Art,', 'an', 'eternal', 'companion.', '#ArtGallery', '#SeniorArtLover']"
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",positive,2023-07-07 19:45:00,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22,45,UK,2023,July,7,19,Friday,0.4404,"['Started', 'a', 'book', 'club', 'for', 'seniors,', 'where', 'discussions', 'are', 'as', 'lively', 'as', 'the', 'characters', 'in', 'the', 'novels.', '#BookClub', '#SeniorReaders']"
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",positive,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30,60,Canada,2023,July,8,16,Saturday,0.9062,"['Hosted', 'a', 'picnic', 'in', 'the', 'park,', 'basking', 'in', 'the', 'warmth', 'of', 'friendship', 'and', 'sunshine.', 'Simple', 'joys,', 'timeless', 'memories.', '#ParkPicnic', '#SeniorJoy']"
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",neutral,2023-07-09 22:30:00,SeniorActor,Facebook,#StagePassion #SeniorTheater,20,40,USA,2023,July,9,22,Sunday,0.0,"['Participated', 'in', 'a', 'local', 'theater', 'production,', 'proving', 'that', 'the', 'stage', 'belongs', 'to', 'every', 'age.', '#TheaterProduction', '#SeniorActor']"
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",positive,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28,55,UK,2023,July,10,14,Monday,0.8402,"['Embarked', 'on', 'a', 'hiking', 'adventure,', 'conquering', 'trails', 'and', 'relishing', 'the', 'beauty', 'of', 'nature.', 'Age', 'is', 'just', 'a', 'number', 'on', 'the', 'mountaintop.', '#HikingAdventure', '#SeniorHiker']"
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,neutral,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22,45,Canada,2023,July,11,18,Tuesday,0.0,"['Hosted', 'a', 'photography', 'exhibition', 'featuring', 'snapshots', 'of', 'a', 'life', 'well-lived.', 'Every', 'photo', 'has', 'a', 'story', 'to', 'tell.', '#PhotographyExhibition', '#SeniorPhotographer']"
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",positive,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25,50,USA,2023,July,12,13,Wednesday,0.6908,"['Joined', 'a', ""seniors'"", 'cycling', 'club,', 'feeling', 'the', 'wind', 'in', 'my', 'hair', 'and', 'the', 'freedom', 'of', 'the', 'open', 'road.', '#CyclingClub', '#SeniorCyclist']"
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",positive,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35,70,UK,2023,July,13,20,Thursday,0.8718,"['Attended', 'a', 'wine', 'tasting', 'event,', 'savoring', 'the', 'richness', 'of', 'flavors', 'that', 'age', 'like', 'fine', 'wine.', 'Cheers', 'to', 'the', 'golden', 'years!', '#WineTasting', '#SeniorWineLover']"
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",positive,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20,40,USA,2023,July,14,16,Friday,0.7579,"['Started', 'learning', 'ballroom', 'dancing,', 'gliding', 'gracefully', 'across', 'the', 'dance', 'floor.', 'Ageless', 'elegance', 'in', 'every', 'step.', '#BallroomDancing', '#SeniorDancer']"
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",positive,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28,55,Canada,2023,July,15,19,Saturday,0.8442,"['Organized', 'a', 'community', 'painting', 'event,', 'turning', 'blank', 'canvases', 'into', 'a', 'masterpiece', 'of', 'shared', 'creativity.', '#PaintingEvent', '#SeniorArtist']"
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",positive,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30,60,USA,2023,July,16,14,Sunday,0.6705,"['Hosted', 'a', ""'memory"", ""lane'"", 'evening', 'with', 'old', 'friends,', 'reminiscing', 'about', 'the', 'adventures', 'that', 'shaped', 'our', 'lives.', '#MemoryLane', '#SeniorReminiscing']"
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",neutral,2023-07-17 22:15:00,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18,35,UK,2023,July,17,22,Monday,0.0,"['Joined', 'a', ""seniors'"", 'astronomy', 'club,', 'stargazing', 'and', 'finding', 'wonder', 'in', 'the', 'vastness', 'of', 'the', 'cosmos.', '#AstronomyClub', '#SeniorStargazer']"
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",positive,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25,50,USA,2023,July,18,16,Tuesday,0.8126,"['Attended', 'a', 'local', 'jazz', 'festival,', 'tapping', 'toes', 'to', 'the', 'tunes', 'that', 'have', 'stood', 'the', 'test', 'of', 'time.', 'Music,', 'a', 'lifelong', 'love', 'affair.', '#JazzFestival', '#SeniorMusicLover']"
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",positive,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22,45,UK,2023,July,19,19,Wednesday,0.8689,"['Started', 'a', 'blog', 'sharing', 'the', 'wisdom', 'gained', 'through', 'the', 'years,', 'proving', 'that', 'every', 'day', 'is', 'a', 'chance', 'to', 'learn', 'and', 'grow.', '#SeniorWisdom', '#Blog']"
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",positive,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30,60,Canada,2023,July,20,17,Thursday,0.6486,"['Participated', 'in', 'a', 'charity', 'run,', 'proving', 'that', 'age', 'is', 'no', 'barrier', 'to', 'supporting', 'meaningful', 'causes.', '#CharityRun', '#SeniorRunner']"
"Survived a challenging physics exam. Equations, you won't defeat me! ",positive,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20,40,USA,2023,August,1,13,Tuesday,0.7699,"['Survived', 'a', 'challenging', 'physics', 'exam.', 'Equations,', 'you', ""won't"", 'defeat', 'me!']"
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,positive,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25,50,UK,2023,August,2,14,Wednesday,0.3802,"['Exploring', 'the', 'world', 'of', 'coding.', 'Debugging', 'is', 'an', 'adventure', 'on', 'its', 'own!', '#CodingJourney', '#HighSchoolCoder']"
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",negative,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18,35,Canada,2023,August,3,12,Thursday,-0.5093,"['Joined', 'the', 'school', 'debate', 'team.', 'Words', 'are', 'my', 'weapons,', 'and', ""I'm"", 'ready', 'for', 'battle!']"
"Started a photography club at school. Capturing moments, one snapshot at a time! ",neutral,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22,45,USA,2023,August,4,16,Friday,0.0,"['Started', 'a', 'photography', 'club', 'at', 'school.', 'Capturing', 'moments,', 'one', 'snapshot', 'at', 'a', 'time!']"
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",neutral,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30,60,Canada,2023,August,5,19,Saturday,0.0,"['Daydreaming', 'about', 'the', 'upcoming', 'prom.', 'The', 'dress,', 'the', 'dance', '–', ""it's"", 'a', 'fairytale', 'in', 'the', 'making!']"
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28,55,USA,2023,August,6,14,Sunday,0.6476,"['Convinced', 'the', 'teacher', 'to', 'have', 'class', 'outdoors.', 'Learning', 'equations', 'with', 'a', 'side', 'of', 'fresh', 'air!']"
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",negative,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22,45,UK,2023,August,7,19,Monday,-0.34,"['Accidentally', 'spilled', 'paint', 'in', 'art', 'class.', 'Abstract', 'art,', 'right?', '#ArtClassAdventures', '#HighSchoolArtist']"
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,positive,2023-08-08 16:00:00,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30,60,Canada,2023,August,8,16,Tuesday,0.7574,"['Trying', 'to', 'master', 'the', 'perfect', 'kickflip', 'on', 'my', 'skateboard.', 'Skating', 'into', 'the', 'weekend', 'like', 'a', 'pro!']"
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,positive,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20,40,USA,2023,August,9,22,Wednesday,0.5255,"['Bonding', 'with', 'friends', 'over', 'the', 'latest', 'K-pop', 'sensation.', 'Fangirling', 'at', 'its', 'finest!']"
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,positive,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28,55,UK,2023,August,10,14,Thursday,0.7263,"['Spent', 'hours', 'perfecting', 'a', 'chemistry', 'experiment.', 'Mixing', 'potions', 'like', 'a', 'wizard!']"
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,positive,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22,45,Canada,2023,August,11,18,Friday,0.9215,"['Successfully', 'organized', 'a', 'surprise', 'birthday', 'party', 'for', 'a', 'friend.', 'Party', 'planning', 'expert', 'mode:', 'Achieved!']"
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",neutral,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25,50,USA,2023,August,12,13,Saturday,0.0,"['Joined', 'the', 'drama', 'club', 'to', 'unleash', 'my', 'inner', 'actor.', 'Lights,', 'camera,', 'action!']"
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,positive,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35,70,UK,2023,August,13,20,Sunday,0.636,"['Got', 'my', 'hands', 'on', 'the', 'latest', 'fantasy', 'novel.', 'Diving', 'into', 'realms', 'of', 'magic', 'and', 'adventure!']"
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,positive,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20,40,USA,2023,August,14,16,Monday,0.4003,"['Mastering', 'the', 'art', 'of', 'the', 'perfect', 'doodle', 'during', 'boring', 'classes.', 'Doodles:', 'A+!']"
Attempting to break the school record for the longest handstand. Wish me luck!,positive,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28,55,Canada,2023,August,15,19,Tuesday,0.7177,"['Attempting', 'to', 'break', 'the', 'school', 'record', 'for', 'the', 'longest', 'handstand.', 'Wish', 'me', 'luck!']"
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,positive,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30,60,USA,2023,August,16,14,Wednesday,0.4199,"['Sneaking', 'snacks', 'into', 'class', 'like', 'a', 'pro.', 'The', 'art', 'of', 'snack-smuggling', 'is', 'a', 'sacred', 'skill!']"
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,positive,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18,35,UK,2023,August,17,22,Thursday,0.7644,"['Hosting', 'a', 'sleepover', 'with', 'friends', 'this', 'weekend.', 'Preparing', 'for', 'a', 'night', 'of', 'laughter', 'and', 'memories!']"
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",negative,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25,50,USA,2023,August,18,16,Friday,-0.5848,"['Spent', 'hours', 'on', 'a', 'TikTok', 'dance,', 'only', 'to', 'realize', 'I', 'have', 'two', 'left', 'feet.', 'Dance', 'fail:', 'Unleashed!']"
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,negative,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22,45,UK,2023,August,19,19,Saturday,-0.126,"['Accidentally', 'liked', 'my', ""crush's"", 'old', 'photo', 'while', 'stalking', 'their', 'profile.', 'Awkward', 'level:', 'Maximum!']"
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,positive,2023-08-20 17:00:00,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30,60,Canada,2023,August,20,17,Sunday,0.3802,"['Tried', 'to', 'impress', 'my', 'crush', 'with', 'a', 'smooth', 'conversation.', 'Ended', 'up', 'spilling', 'my', 'drink.', 'Smooth', 'level:', 'Nonexistent!']"
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,positive,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15,30,USA,2023,August,21,15,Monday,0.3595,"['Mastered', 'the', 'art', 'of', 'creating', 'paper', 'airplanes', 'during', 'lecture.', 'Paper', 'planes:', 'Soaring', 'to', 'new', 'heights!']"
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,neutral,2023-08-22 12:30:00,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22,40,Canada,2023,August,22,12,Tuesday,0.0,"['Trying', 'to', 'set', 'a', 'new', 'trend', 'by', 'juggling', 'textbooks', 'between', 'classes.', 'Academic', 'juggling:', 'A', 'unique', 'skill!']"
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,negative,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28,55,USA,2023,August,23,16,Wednesday,-0.6239,"['Hiding', 'a', 'snack', 'stash', 'in', 'my', 'backpack', 'for', 'emergency', 'cravings.', 'Snack', 'ninja', 'mode:', 'Activated!']"
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,positive,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20,38,UK,2023,August,24,18,Thursday,0.8805,"['Planning', 'a', 'surprise', 'scavenger', 'hunt', 'for', 'friends.', 'Anticipating', 'the', 'thrill', 'and', 'excitement!']"
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,positive,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25,50,Canada,2023,August,25,14,Friday,0.6114,"['Danced', 'in', 'the', 'rain', 'to', 'celebrate', 'the', 'end', 'of', 'exams.', 'Rain', 'dance:', 'Unexpectedly', 'refreshing!']"
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,negative,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18,35,USA,2023,August,26,17,Saturday,-0.4574,"['Accidentally', 'sent', 'a', 'text', 'meant', 'for', 'a', 'friend', 'to', 'the', 'class', 'group', 'chat.', 'Texting', 'fail:', 'Oops', 'moment!']"
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,negative,2023-08-27 20:45:00,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22,45,UK,2023,August,27,20,Sunday,-0.2023,"['Tried', 'a', 'magic', 'trick', 'to', 'impress', 'classmates.', 'Magic', 'fail:', 'Where', 'did', 'that', 'rabbit', 'go?']"
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,positive,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18,36,USA,2023,August,28,16,Monday,0.4753,"['Perfecting', 'the', 'art', 'of', 'creating', 'origami', 'during', 'a', 'dull', 'lecture.', 'Origami', 'mastery:', 'A+!']"
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,neutral,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26,48,Canada,2023,August,29,13,Tuesday,0.0,"['Attempting', 'to', 'set', 'a', 'new', 'record', 'for', 'the', 'most', 'consecutive', 'hacky', 'sack', 'kicks.', 'Hacky', 'sack', 'skills:', 'Unleashed!']"
